L_HUNDRED,STNAME,SEG_ID,CustCount,LAT,LNG
2200,FRANKFORD AVE,542574,1,39.98005982167744,-75.12901047957047
1600,FRANKFORD AVE,543268,1,39.97429218036721,-75.13326197999406
2100,E HUNTINGDON ST,542093,1,39.983176002471026,-75.1224016135186
2100,E HAZZARD ST,542140,2,39.98288840094343,-75.12296799621437
2500,SEPVIVA ST,542139,1,39.982708714330876,-75.12240139491226
2100,E SERGEANT ST,542188,8,39.98261443177147,-75.12351881818638
2500,SEPVIVA ST,542187,7,39.98242215359125,-75.12294900248432
2100,E FIRTH ST,542229,4,39.98233492520787,-75.12409043945772
2500,SEPVIVA ST,542228,2,39.98213367245047,-75.12350135178333
2100,E CUMBERLAND ST,542283,10,39.98201710606534,-75.12474221771691
2500,SEPVIVA ST,542282,1,39.9818185948539,-75.12410213373555
2100,E LETTERLY ST,542330,11,39.98172462387076,-75.12536488165661
2100,E HAGERT ST,542374,4,39.9814513786761,-75.1259499000443
2400,SEPVIVA ST,542373,4,39.981190174906985,-75.12530637296017
2400,SEPVIVA ST,542415,5,39.98089106994378,-75.12587445673464
2300,SEPVIVA ST,542544,2,39.97997202605942,-75.1276298557277
2300,SEPVIVA ST,542499,2,39.98028205947605,-75.1270352260802
2100,E DAUPHIN ST,542545,2,39.97997302373263,-75.12806285266896
2200,SEPVIVA ST,542586,1,39.97966747788362,-75.12821557410994
2100,E SUSQUEHANNA AVE,542627,1,39.97938492924299,-75.12928521866368
2000,SEPVIVA ST,542669,1,39.97901363928271,-75.12925915718891
2000,SEPVIVA ST,542748,2,39.97858068881444,-75.12968580729323
1700,TULIP ST,543172,1,39.97524266085185,-75.13112784161228
1600,E EYRE ST,543064,5,39.97575729358011,-75.13120874628245
1700,TULIP ST,543063,2,39.97598406196578,-75.13070164524034
1800,TULIP ST,542976,2,39.9765212241537,-75.13039231041685
1200,SPRUCE ST,440620,1,39.94667608208864,-75.1622378662559
0,VINE ST,441001,1,39.95770797191483,-75.15943722953843
800,VINE ST,441040,1,39.9565646318995,-75.1527929185868
2300,N MARSHALL ST,541622,2,39.98713677936825,-75.14416659751967
2300,N HOWARD ST,541796,8,39.98570770234334,-75.13309013044044
2000,N FRONT ST,542520,1,39.98089170644196,-75.13302839200924
500,E HEWSON ST,542729,1,39.97874019367985,-75.13173324754538
2100,E YORK ST,542324,5,39.98172868258335,-75.12788268795651
1200,N LAWRENCE ST,441128,3,39.97089650908416,-75.14389686724168
1200,N 04TH ST,440104,5,39.97058356793243,-75.14296880106076
500,W THOMPSON ST,440037,1,39.97148064361494,-75.14516882923404
1200,N LAWRENCE ST,441129,1,39.97027079859499,-75.14402805252125
1000,N LEITHGOW ST,441125,8,39.96879260748419,-75.14385431002675
1200,N RANDOLPH ST,441130,6,39.970915612211414,-75.145745610288
500,W GIRARD AVE,440094,1,39.97034960151919,-75.14620466383738
1200,N 06TH ST,441151,1,39.970981569648224,-75.14643417384404
500,W THOMPSON ST,440033,2,39.971546958438076,-75.14596478599861
1500,DONDILL PL,543161,2,39.97583147976746,-75.15560971858288
1400,DONDILL PL,543244,3,39.975189864894446,-75.15575583849053
1500,GUILFORD PL,543194,4,39.9755705790441,-75.15361753220604
1400,N 11TH ST,543353,2,39.974485533247154,-75.15334062418376
1400,GUILFORD PL,543263,7,39.974926942192205,-75.1537567443909
6000,N BEECHWOOD ST,721383,7,40.04631554656808,-75.15733305727048
6100,N 21ST ST,721372,1,40.04816211115434,-75.15559994107485
5600,CHEW AVE,720897,3,40.044366181910846,-75.16300967411496
5500,CHEW AVE,720899,10,40.04374678841221,-75.16200361253499
5900,N 20TH ST,721393,1,40.046179651201776,-75.15372469084329
6000,N 21ST ST,721379,8,40.046603367295106,-75.1557003951267
2000,WIDENER PL,721401,2,40.04470801378735,-75.15448438738095
5800,N 20TH ST,721422,5,40.04303192581709,-75.15393111399318
5800,KEMBLE AVE,721531,1,40.04309295261737,-75.15372026694662
5900,N OPAL ST,721527,10,40.04507653145197,-75.15313276188037
5900,KEMBLE AVE,721405,12,40.04415717330513,-75.1546770110205
2100,CONLYN ST,721419,11,40.042855718355945,-75.15772392422161
700,E WISTER ST,721433,2,40.041120895175204,-75.1583836373609
5800,N LAMBERT ST,721448,7,40.043252178002504,-75.155248050185
5700,N LAMBERT ST,721450,6,40.04204250334273,-75.15531465423024
2000,CONLYN ST,721417,6,40.04280233207466,-75.15559752063804
2000,CONLYN ST,721416,3,40.04278779794517,-75.15496426867993
5800,N WOODSTOCK ST,721435,4,40.04323439255391,-75.15462781964283
5700,N WOODSTOCK ST,721438,14,40.042002811445045,-75.15469617173937
2000,W CHEW AVE,721427,1,40.04126393573472,-75.15504548663502
5600,N UBER ST,721556,13,40.040029373366366,-75.15349879068502
1400,E MONTGOMERY AVE,543192,2,39.97486581963369,-75.12900962783297
2200,E OAKDALE ST,542017,3,39.98335582902322,-75.11984007556315
2600,TULIP ST,542016,2,39.98334402511707,-75.1194168928804
2200,E ALBERT ST,542118,4,39.9829524595306,-75.12104571651368
2200,E HUNTINGDON ST,542193,11,39.98253536770687,-75.1218409146867
2600,TULIP ST,542192,1,39.98232923715265,-75.12134853179576
2600,TULIP ST,542156,1,39.98253788535176,-75.1209528077638
2200,E HAROLD ST,542157,4,39.98276027278377,-75.12141575308777
2200,E SERGEANT ST,542278,5,39.981962228087546,-75.1229382069445
2200,E FIRTH ST,542321,3,39.98166921441846,-75.12350297568274
2500,TULIP ST,542320,6,39.981497770061,-75.12293983468986
2500,TULIP ST,542369,3,39.98118389805661,-75.12353895078935
2200,E CUMBERLAND ST,542370,11,39.98133327920676,-75.12413810460627
2200,E LETTERLY ST,542417,3,39.981017799107065,-75.12474435113583
2400,TULIP ST,542416,1,39.98085632432251,-75.12416037728406
2400,TULIP ST,542449,8,39.980549394939196,-75.12474350249539
2200,E HAGERT ST,542450,4,39.980721770745774,-75.12530552044268
2200,E YORK ST,542553,6,39.980118682344546,-75.1264635406305
2300,TULIP ST,542582,3,39.979644744847576,-75.1264806472716
2200,E GORDON ST,542583,9,39.97980812192302,-75.12705232994455
2200,E DAUPHIN ST,542631,2,39.979500619510056,-75.12764431843671
2200,DREER ST,542745,1,39.97859512830083,-75.12919446942496
1800,MEMPHIS ST,542915,2,39.976953781275284,-75.12896815222268
1600,E BERKS ST,542916,5,39.97692320097561,-75.1295755272665
1600,E HEWSON ST,542870,5,39.97734469374768,-75.12933239162876
1500,E MONTGOMERY AVE,543022,8,39.97614815043164,-75.1300216578972
600,GAUL ST,543138,3,39.975165321704786,-75.12881463916331
1500,E MONTGOMERY AVE,542977,14,39.97657015373051,-75.131158673915
1800,FRANKFORD AVE,542910,6,39.97721156062,-75.13158606700775
1600,E HEWSON ST,542828,1,39.97764241456312,-75.13013961495255
1800,SEPVIVA ST,542807,3,39.97803544039122,-75.13020734606134
1800,SEPVIVA ST,542850,2,39.97757133115647,-75.13063676658548
1600,E BERKS ST,542878,7,39.97724302987956,-75.13043691940825
1800,FRANKFORD AVE,542825,3,39.97811414883933,-75.13092621655886
2000,FRANKFORD AVE,542712,5,39.97909541538291,-75.12996035769049
2200,E NORRIS ST,542770,2,39.978183797392035,-75.12973318999636
2000,TULIP ST,542769,5,39.978198237081386,-75.12924185500846
2300,E NORRIS ST,542820,14,39.977799481111035,-75.12907167459788
2600,SEPVIVA ST,542012,1,39.98335049687072,-75.12117295860682
2600,SEPVIVA ST,541987,3,39.98356857308843,-75.12076190098601
2700,E CUMBERLAND ST,543160,1,39.97474989221913,-75.1184184649084
2500,SALMON ST,543122,3,39.97520080031906,-75.11790988321037
800,MOYER ST,543301,8,39.9737217656252,-75.1233184893979
800,E THOMPSON ST,543270,2,39.974007283407346,-75.12449168008578
800,E THOMPSON ST,543250,6,39.974242559587914,-75.12382358870482
800,MERCER ST,543249,20,39.97442083519114,-75.12465341411344
2600,E NORRIS ST,543212,1,39.9745580530384,-75.12361927632116
600,MILLER ST,543191,11,39.97487770137844,-75.12830571769658
1400,E BERKS ST,543183,3,39.97489645292147,-75.12760445688299
600,BELGRADE ST,543235,2,39.97440534876105,-75.12837354210286
600,BELGRADE ST,543210,5,39.97461346661669,-75.12777743470636
2600,E NORRIS ST,543171,6,39.97485785864602,-75.12408402408589
800,ALMOND ST,543223,10,39.97467477267053,-75.12515066970553
2200,ALMOND ST,543132,2,39.9752745642749,-75.12403551665494
2500,E NORRIS ST,543133,2,39.975134775231936,-75.12451773754664
2500,E NORRIS ST,543093,3,39.97541236426271,-75.12495858889989
800,LIVINGSTON ST,543176,10,39.974997463541754,-75.12546177675782
2400,E GORDON ST,542890,1,39.97740346366847,-75.12492611481657
500,DIAMOND ST,542153,3,39.98293778881619,-75.142900296163
500,DIAMOND ST,542160,1,39.9828832991865,-75.14247762276901
600,DIAMOND ST,542129,1,39.98315135181579,-75.14456471831976
2000,GERMANTOWN AVE,542363,4,39.982302587205616,-75.14392293155953
1300,N 11TH ST,441841,2,39.97356551272362,-75.1535419563681
1300,N 12TH ST,440006,4,39.973369674940784,-75.15520389686748
1300,N 13TH ST,440004,2,39.973571861953076,-75.15675733089383
1200,N 12TH ST,440042,1,39.971729384785455,-75.15556295349418
1200,W THOMPSON ST,440005,3,39.97289594677549,-75.15657907031665
1200,PATRICK HENRY PL,441098,2,39.97259357417486,-75.15632067196552
1200,N 12TH ST,440027,1,39.97211802684729,-75.15547478097824
1200,N 13TH ST,441311,1,39.97234201040194,-75.15702468142209
1200,W FLORA ST,440039,2,39.97168695676287,-75.15667757136855
1200,W FLORA ST,440043,3,39.97158577265622,-75.15590319185678
1200,VALLEY FORGE PL,440038,4,39.9719414601315,-75.15613239724276
900,N 13TH ST,440103,2,39.97036113438337,-75.15747968340646
1300,CAMBRIDGE ST,441227,2,39.9705186630144,-75.15812329615719
1200,W GIRARD AVE,440064,1,39.97109556027844,-75.15650149752994
1100,W GIRARD AVE,441222,2,39.970889265486264,-75.15493675913122
1000,W GIRARD AVE,441224,1,39.97068369349059,-75.15336438055006
800,N 13TH ST,440157,2,39.96939382662026,-75.15768968765518
1900,W OLNEY AVE,721550,2,40.03935259389663,-75.15323854340492
5600,N 19TH ST,721549,7,40.0398212103413,-75.15272754950344
5700,N 16TH ST,721621,4,40.04071621045937,-75.14788169028878
5700,VIRGINIAN RD,721555,4,40.041284236645886,-75.14857113096511
5600,N SYDENHAM ST,721633,8,40.03962206800727,-75.14746794069374
5600,N 20TH ST,721429,6,40.0402651469481,-75.15424888657151
1900,W OLNEY AVE,721548,1,40.03945243238126,-75.1540277208604
5100,N 15TH ST,721122,7,40.03163213162176,-75.14803987603769
5200,N 15TH ST,721118,9,40.03317887051615,-75.14770302340656
5200,N SYDENHAM ST,721125,7,40.03324011433963,-75.14849984937314
5100,N SYDENHAM ST,721124,8,40.03173100343492,-75.14882893473852
5200,N 16TH ST,721117,1,40.033187950579126,-75.14931804899197
5100,N 16TH ST,721121,3,40.031831418390404,-75.14961535658149
5000,N 16TH ST,721087,1,40.03072995809599,-75.14985780609652
1500,LINDLEY AVE,721082,1,40.0310081721256,-75.14939147250807
1800,LINDLEY AVE,720075,6,40.03150724926934,-75.1535776769297
6300,N 18TH ST,721474,3,40.051090038216046,-75.14864493648624
6300,N 18TH ST,721478,4,40.050329012932245,-75.14880945358527
1700,STENTON AVE,721476,2,40.05038087583233,-75.14798858683159
6300,N GRATZ ST,721514,5,40.05055188632313,-75.14948775286288
1600,STENTON AVE,721585,3,40.04937687821062,-75.14618850783089
6200,N 15TH ST,721594,10,40.04891583686807,-75.143743145421
6300,OLD YORK RD,721586,4,40.049292643491746,-75.14456579106333
1500,CLEARVIEW ST,721631,13,40.04085546237224,-75.14700091913468
5800,N 15TH ST,721622,6,40.04197501223209,-75.14606174548541
5600,N 16TH ST,720096,7,40.039769064196975,-75.14841429160171
1600,W OLNEY AVE,721552,3,40.0389960804273,-75.14926241981625
2000,MEMPHIS ST,542819,6,39.97771942780497,-75.12829882827786
2200,E SUSQUEHANNA AVE,542715,6,39.97886961430345,-75.128828367099
2300,E SUSQUEHANNA AVE,542787,6,39.9782290491882,-75.12826111816103
2200,TULIP ST,542655,4,39.97903075794674,-75.12765072543586
2300,E FLETCHER ST,542753,2,39.97854535968236,-75.12764895756135
2200,MEMPHIS ST,542786,4,39.978053742186525,-75.12766152749627
2300,MEMPHIS ST,542721,6,39.97867538495321,-75.12647840791557
2300,E HAGERT ST,542547,3,39.98007050006933,-75.12473209665411
2400,TULIP ST,542552,2,39.97995137274249,-75.12589641825707
2400,TULIP ST,542493,2,39.98025301328465,-75.12531419785769
2200,E BOSTON ST,542494,6,39.98042231241533,-75.12588312907552
2300,E LETTERLY ST,542505,5,39.98036588356728,-75.12417078873635
2400,MEMPHIS ST,542546,5,39.97988698953809,-75.12415938692816
2500,MEMPHIS ST,542371,11,39.981121098544236,-75.12180512575517
2300,E SERGEANT ST,542372,3,39.98131019801372,-75.12236645937229
2500,MEMPHIS ST,542407,3,39.9808299838577,-75.12235125491573
2300,E FIRTH ST,542408,4,39.98101755595691,-75.12292462496819
2500,TULIP ST,542277,3,39.98178538358849,-75.12238886858898
2500,TULIP ST,542240,4,39.982071962484596,-75.12183918281346
2300,E HUNTINGDON ST,542287,5,39.98188580401721,-75.12126780984244
2500,MEMPHIS ST,542331,3,39.98141012660346,-75.12125616200994
2600,JANNEY ST,542033,3,39.98331937866762,-75.12036412638213
2300,E OAKDALE ST,542138,2,39.98264671134738,-75.1193441655941
2600,MEMPHIS ST,542178,2,39.98236266694815,-75.11942520401465
2600,AGATE ST,542145,3,39.98263417775405,-75.11983224986857
2300,E OAKDALE ST,542085,1,39.98297917485324,-75.11963828670454
2300,E LEHIGH AVE,542094,3,39.98316441035421,-75.11883140087052
2600,MEMPHIS ST,542137,3,39.9826584115136,-75.11886002424129
2600,CEDAR ST,542317,2,39.98147566087168,-75.11851663522367
2300,E TUCKER ST,542318,6,39.98177620295157,-75.11924398043736
2300,E ALBERT ST,542349,7,39.98150477721064,-75.11976547954748
2300,E ALBERT ST,542215,2,39.9823014537294,-75.12047265035285
2100,N FAIRHILL ST,542065,1,39.984058049910935,-75.14337082315703
2100,N RANDOLPH ST,542066,1,39.984004568847304,-75.14292967584935
2200,N LAWRENCE ST,541909,4,39.98511326886186,-75.1407638912123
400,W SUSQUEHANNA AVE,541922,1,39.984289895942894,-75.14070929880548
400,W SUSQUEHANNA AVE,541900,1,39.984410336318014,-75.14163432274977
2100,N ORKNEY ST,542167,3,39.98358427176521,-75.14157152403321
1300,CECIL B MOORE AVE,542796,2,39.978440571034135,-75.15622698118835
1200,CECIL B MOORE AVE,542816,4,39.978277002347674,-75.15493116632065
1000,CECIL B MOORE AVE,542844,2,39.97793451775167,-75.15225387832196
1600,NEWPORT PL,542932,3,39.9775225204044,-75.15200432713073
1000,CECIL B MOORE AVE,542853,1,39.97783439600715,-75.15146563337065
900,CECIL B MOORE AVE,542874,3,39.97770180647733,-75.15021541885606
1700,N 07TH ST,542899,4,39.97803955948389,-75.14673141484506
1600,N 06TH ST,543037,5,39.976658297553634,-75.14537132844947
1700,N 06TH ST,542912,8,39.977843055869656,-75.14515319004222
1600,N 03RD ST,543167,4,39.97578958049972,-75.1408295557548
1700,N 03RD ST,542978,12,39.97715873863371,-75.14053025457322
700,N 12TH ST,440243,1,39.966642589946694,-75.15666931643693
900,N 08TH ST,440188,3,39.96923750327377,-75.150243411547
500,POPLAR ST,440661,4,39.966703563414065,-75.14619981523337
500,POPLAR ST,440659,3,39.966993406315595,-75.14682807765473
900,N 05TH ST,441235,7,39.96868754499675,-75.1453828468577
900,N 05TH ST,440228,13,39.9673979309675,-75.14569108514044
400,W GEORGE ST,441101,2,39.96805451751815,-75.14426330636206
1000,N LAWRENCE ST,441236,12,39.96895278265509,-75.1443060507484
900,N LAWRENCE ST,441243,12,39.967415805984274,-75.14462617981306
900,N RANDOLPH ST,440216,25,39.96803923653434,-75.14628418426724
900,N RANDOLPH ST,441131,7,39.969768531820726,-75.14596230331264
400,POPLAR ST,440239,3,39.96630333822259,-75.1453337158214
900,N LAWRENCE ST,440238,3,39.966424169310486,-75.14484054483516
400,POPLAR ST,441006,1,39.96602911183427,-75.14474796836427
500,PARRISH ST,440246,3,39.965811490811866,-75.1467419815985
800,N 06TH ST,441156,8,39.965205254190536,-75.14751588833198
600,N 13TH ST,440282,1,39.96536489264837,-75.1585574618271
1100,WALLACE ST,441115,2,39.96441969178257,-75.15634893919258
1200,WALLACE ST,441114,1,39.964637741716786,-75.1575176440847
1200,WALLACE ST,441113,3,39.96478666839035,-75.15829272217921
1100,MOUNT VERNON ST,440307,5,39.96350469190785,-75.15655009442692
600,N 12TH ST,440814,1,39.96432091355617,-75.15717526956995
1400,W OLNEY AVE,741573,3,40.0390815450182,-75.14566795519946
5600,N 15TH ST,721624,4,40.03957896670047,-75.14655879682125
1900,W GODFREY AVE,721484,3,40.048724683150915,-75.15237638754711
6000,N 20TH ST,721392,2,40.04692462716327,-75.15365103222759
1800,CHURCH LN,721520,4,40.046380044862424,-75.15128812403213
1700,CHURCH LN,721519,6,40.046330731884964,-75.1496704560579
6000,OGONTZ AVE,721518,1,40.04673441423894,-75.15091934583955
6000,N 17TH ST,721523,1,40.04609913001995,-75.14811500270987
6000,LIMEKILN PIKE,721599,5,40.0457535693085,-75.14794425381213
6000,N 16TH ST,721613,3,40.04584527497738,-75.14655453363845
1500,ROSELYN ST,721601,8,40.04543714843545,-75.14581596547293
6500,OLD YORK RD,721569,1,40.05290847416744,-75.14220323323575
1500,ORLAND ST,721582,9,40.054464812440735,-75.14385946650273
7000,N 15TH ST,820475,2,40.06071698256472,-75.14167981581541
1800,PLYMOUTH ST,820820,10,40.06427834884013,-75.14656733459282
1700,PLYMOUTH ST,820654,1,40.06411414888119,-75.14530153205519
1700,ELSTON ST,820816,5,40.06462189754499,-75.14532759633389
1700,ELSTON ST,820817,1,40.06454779729237,-75.14475422878884
7300,N BOUVIER ST,820814,6,40.06509272243041,-75.14487123175407
6600,N 21ST ST,721296,1,40.05598916626137,-75.15535718113524
6300,SPRAGUE ST,721129,1,40.055040721288435,-75.17232712807622
2600,MEMPHIS ST,542214,2,39.982048773998216,-75.12003053212788
2600,MEMPHIS ST,542194,1,39.982185723943275,-75.11976970145083
2600,MEMPHIS ST,542254,3,39.98187375112802,-75.1203596142932
2300,E HAROLD ST,542255,2,39.982110183226304,-75.1208397682878
2600,MEMPHIS ST,542286,1,39.981666749730124,-75.12075904991556
2300,E HAROLD ST,542385,8,39.98131388508446,-75.12013288747256
2600,CEDAR ST,542384,3,39.980944909987265,-75.11953875885446
2400,E HAROLD ST,542419,1,39.98070570351143,-75.11959798395516
2600,CEDAR ST,542409,2,39.98073736027325,-75.11993843891037
2300,E HUNTINGDON ST,542410,4,39.98109022598587,-75.12056459502966
2500,CEDAR ST,542451,3,39.98047888822851,-75.12043201043926
2300,E HAZZARD ST,542452,5,39.98079878965092,-75.12112357057205
2300,E FIRTH ST,542536,7,39.980219464057015,-75.12222095745695
2500,CEDAR ST,542535,4,39.979903868419946,-75.12153389901839
2300,E SERGEANT ST,542487,16,39.98051438810612,-75.12166418973254
2500,CEDAR ST,542486,10,39.98019207834326,-75.12098264013441
2300,E CUMBERLAND ST,542579,9,39.979887041996385,-75.12286049493837
2500,MEMPHIS ST,542456,6,39.98051828292824,-75.12294864191057
2300,E CUMBERLAND ST,542457,11,39.98068462487523,-75.12356296210564
2400,MEMPHIS ST,542504,1,39.980194184171594,-75.12357337784432
2500,CEDAR ST,542578,1,39.97951412030318,-75.1222714105852
2300,E HAGERT ST,542659,6,39.97927307284449,-75.12402859155488
2400,CEDAR ST,542624,3,39.97926127209539,-75.12275389392606
2300,E LETTERLY ST,542625,3,39.97956841493854,-75.12346676978383
2400,CEDAR ST,542658,4,39.97895449744985,-75.12333598128255
2400,CEDAR ST,542708,5,39.97865813848745,-75.12390597776889
2300,E GORDON ST,542779,4,39.978364015542454,-75.12577326716183
2300,CEDAR ST,542817,8,39.97774378105299,-75.12565562839593
2300,E DAUPHIN ST,542818,6,39.97805515119223,-75.12636076217316
2400,E DAUPHIN ST,542849,2,39.97742598133431,-75.12580597504147
2200,CEDAR ST,542862,4,39.977385260533374,-75.12634785731457
1800,CEDAR ST,542947,6,39.976569629084864,-75.12820521876463
2200,RITTER ST,542935,11,39.97691706884122,-75.12631148411292
600,GAUL ST,543110,5,39.97537427903297,-75.1282136420703
1500,E BERKS ST,543086,10,39.97598072752796,-75.12818611074812
700,GAUL ST,543054,1,39.97576387614038,-75.12709821843177
2400,E NORRIS ST,542998,3,39.976210257823354,-75.12634110925525
1600,N PHILIP ST,543200,2,39.975541468260474,-75.13887357927263
200,CECIL B MOORE AVE,543018,3,39.97621929804955,-75.13842705694594
